"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.537610167E0,-4.726171095E0,5.585217122E0,-1.705139301E0
3.547603167E0,-4.857534642E0,5.420357215E0,-1.083123317E0
3.557595167E0,-5.119495751E0,5.338514907E0,-5.281345510E-1
3.567588167E0,-5.272827871E0,5.250489169E0,-8.782400966E-2
3.577581167E0,-5.004951135E0,4.900550854E0,9.213931328E-1
3.587573167E0,-4.309897288E0,3.892030115E0,2.736574986E0
3.597566167E0,-2.974209338E0,2.152007495E0,6.351642668E0
3.607559167E0,-1.026904970E0,-2.993821192E-1,1.108335868E1
3.617551167E0,1.045848633E0,-3.159888548E0,1.202949781E1
3.627544167E0,3.535792886E0,-6.879953805E0,9.424566747E0
3.637537167E0,5.433264359E0,-1.080354836E1,5.428664355E0
3.647529167E0,6.989170437E0,-1.262675230E1,3.938611958E0
3.657522167E0,6.631105662E0,-1.138758346E1,3.557036698E0
3.667515167E0,4.743146439E0,-7.293530291E0,3.188327651E0
3.677507167E0,3.623185079E0,-2.557824141E0,2.823889995E0
3.687500167E0,3.243689381E0,4.672252750E-1,2.550002029E0
3.697493167E0,2.468509676E0,2.433804113E0,1.367162050E0
3.707485167E0,1.312466902E0,3.197161624E0,-1.980474746E0
3.717478167E0,1.065865552E-1,2.776233433E0,-6.840381603E0
3.727471167E0,-1.299748039E0,1.730572350E0,-9.431748297E0
3.737463167E0,-2.690517637E0,-8.445484400E-2,-8.975636240E0
3.747456167E0,-1.153428484E0,-3.303230116E0,-4.419406282E0
3.757449167E0,2.083657929E0,-7.853606427E0,1.724259550E0
3.767441167E0,-1.340428288E0,-8.364854804E0,-2.130346484E0
3.777434167E0,-3.485738674E0,-4.943750083E0,-2.445412590E0
3.787427167E0,-3.438220691E0,-1.273000243E0,-8.999581173E-2
3.797419167E0,-3.225913846E0,1.841987536E0,4.410151601E0
3.807412167E0,-3.789462643E0,5.539155681E0,5.267074796E0
3.817405167E0,-2.818894134E0,6.081973175E0,-1.729567214E0
3.827397167E0,-2.291130004E0,4.451634965E0,-3.140656471E0
3.837390167E0,-2.328632584E0,3.477648466E0,-2.841191322E0
3.847383167E0,-2.436652876E0,2.410718136E0,-3.005943639E0
3.857375167E0,-2.653531075E0,1.453736510E0,-3.257210190E0
3.867368167E0,-2.816340070E0,2.450369275E-1,-3.521106142E0
3.877361167E0,-2.685148432E0,-1.208691981E0,-3.670496070E0
3.887353167E0,-2.468134870E0,-2.696697267E0,-4.003837649E0
3.897346167E0,-2.049877687E0,-3.858751856E0,-4.569634700E0
3.907339167E0,-1.074020226E0,-4.335844892E0,-5.087699761E0
3.917331167E0,-2.419827805E-1,-4.078714169E0,-5.778679268E0
3.927324167E0,7.843210955E-1,-3.518770764E0,-5.067529206E0
3.937317167E0,1.745607880E0,-2.721168450E0,-4.018683437E0
3.947309167E0,1.824527165E0,-1.251254448E0,-4.632958876E0
3.957302167E0,1.876890151E0,-5.303401208E-1,-3.392729938E0
3.967295167E0,2.149652821E0,-7.532324731E-1,-1.775567990E0
3.977287167E0,2.445205014E0,-7.358586413E-1,-5.616787116E-1
3.987280167E0,2.635171695E0,-1.158713490E-1,2.941853332E-1
3.997273167E0,2.448971498E0,7.838484943E-1,8.698423254E-1
4.007265167E0,2.255780662E0,1.697139725E0,1.260397739E0
4.017258167E0,2.128332557E0,2.372217144E0,1.555296214E0
4.027251167E0,2.036809452E0,2.657638451E0,1.806832321E0
