"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.873129528E2,-2.783946991E1,3.405908203E1,8.166244507E0
3.873229468E2,-2.845682526E1,3.337001038E1,9.978103638E0
3.873329398E2,-2.895617676E1,3.244058228E1,1.193285370E1
3.873429328E2,-2.937019348E1,3.136415672E1,1.370003510E1
3.873529258E2,-3.016417694E1,2.989383507E1,1.535442352E1
3.873629195E2,-3.086018372E1,2.846682930E1,1.687889862E1
3.873729135E2,-3.144356537E1,2.711953354E1,1.782839966E1
3.873829065E2,-3.208550262E1,2.589187050E1,1.853414917E1
3.873928995E2,-3.249245453E1,2.507131004E1,1.916184998E1
3.874028925E2,-3.272056580E1,2.460030365E1,1.902265930E1
3.874128855E2,-3.293967438E1,2.441515350E1,1.947307587E1
3.874228795E2,-3.301597595E1,2.404055595E1,1.961448669E1
3.874328725E2,-3.306770325E1,2.359094048E1,1.997700500E1
3.874428655E2,-3.301464844E1,2.309341431E1,2.053597260E1
3.874528585E2,-3.307431793E1,2.287964821E1,2.109058380E1
3.874628515E2,-3.290172577E1,2.244336319E1,2.147937012E1
3.874728455E2,-3.285363007E1,2.233481407E1,2.203289032E1
3.874828385E2,-3.275875854E1,2.192423820E1,2.250594330E1
3.874928315E2,-3.251656342E1,2.176685333E1,2.309873962E1
3.875028245E2,-3.251656342E1,2.176685333E1,2.309873962E1
